This file was created by using the 202605 CRSP database.  It,,
contains a momentum factor, constructed from six value-weight portfolios formed,
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios,,
minus the average of the returns on two low prior return portfolios.  The portfolios,,
are constructed daily.  Big means a firm is above the median market cap on the NYSE,,
at the end of the previous day; small firms are below the median NYSE market cap.,,
Prior return is measured from day - 250 to - 21.  Firms in the low prior return,,
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above,,
the 70th NYSE percentile.,,
,,
Missing data are indicated by -99.99 or -999.,,
,,
,Mom,
19310418,0.25,
19310420,1.69,
19310421,0,
19310422,0.5,
19310423,1.05,
19310424,1.71,
19310425,0.81,
19310427,1.57,
19310428,-0.27,
19310429,0.35,
19310430,-2.72,
19310501,2.14,
19310502,-0.5,
19310504,-0.22,
19310505,0.3,
19310506,1.23,
19310507,1.01,
19310508,-1.43,
19310509,0.61,
19310511,0.4,
19310512,0.74,
19310513,0.46,
19310514,1.09,
19310515,0.23,
19310516,0.07,
19310518,1.51,
19310519,0.68,
19310520,-0.7,
19310521,-0.15,
19310522,-0.36,
19310523,0.74,
19310525,1.27,
19310526,0.68,
19310527,1.82,
19310528,0.09,
19310529,-0.64,
19310601,2.31,
19310602,2.69,
19310603,-3.36,
19310604,-3.83,
19310605,-0.98,
19310606,1.18,
19310608,-2.73,
19310609,-0.41,
19310610,0.46,
19310611,-1.21,
19310612,0.58,
19310613,-0.19,
19310615,0.82,
19310616,0.28,
19310617,0.48,
19310618,1.37,
19310619,-0.53,
19310620,-1.51,
19310622,-5.26,
19310623,-1.27,
19310624,-4.23,
19310625,-0.44,
19310626,-1.98,
19310627,-0.8,
19310629,1.01,
19310630,1.33,
19310701,-0.91,
19310702,0.87,
19310703,-1.99,
19310706,0.99,
19310707,3.27,
19310708,2.09,
19310709,0.29,
19310710,-0.88,
19310711,0.73,
19310713,1.48,
19310714,1.16,
19310715,1.13,
19310716,-0.82,
19310717,-0.8,
19310718,0.22,
19310720,-0.61,
19310721,-0.66,
19310722,1.1,
19310723,0.58,
19310724,0.36,
19310725,-0.55,
19310727,0.4,
19310728,0.16,
19310729,0.89,
19310730,1.01,
19310731,0.4,
19310801,0.17,
19310803,0,
19310804,0.5,
19310805,0,
19310806,0.21,
19310807,0.43,
19310808,-0.26,
19310810,0.86,
19310811,-0.75,
19310812,0.03,
19310813,-0.36,
19310814,-1.02,
19310815,-0.05,
19310817,-0.48,
19310818,-0.97,
19310819,-1.03,
19310820,0.35,
19310821,0.62,
19310822,0.31,
19310824,0.09,
19310825,-0.18,
19310826,-0.15,
19310827,-0.16,
19310828,0.3,
19310829,-0.36,
19310831,0.15,
19310901,0.2,
19310902,1.26,
19310903,-0.23,
19310904,1.11,
19310908,0.37,
19310909,0.77,
19310910,0.03,
19310911,-0.18,
19310912,0.39,
19310914,0.66,
19310915,1.07,
19310916,-0.68,
19310917,0.56,
19310918,1.36,
19310919,0.16,
19310921,-1.17,
19310922,-0.1,
19310923,-2.89,
19310924,2.34,
19310925,0.31,
19310926,0.41,
19310928,-0.76,
19310929,1.02,
19310930,-0.73,
19311001,-0.24,
19311002,0.38,
19311003,2.28,
19311005,1.91,
19311006,-4.79,
19311007,0.44,
19311008,-1.84,
19311009,-3.3,
19311010,1.21,
19311013,1.46,
19311014,1.08,
19311015,-0.93,
19311016,-1.18,
19311017,0.7,
19311019,-0.41,
19311020,-2.24,
19311021,1.4,
19311022,0.57,
19311023,0.02,
19311024,0.4,
19311026,0.24,
19311027,1.92,
19311028,1.27,
19311029,-0.3,
19311030,-1.68,
19311031,-0.77,
19311102,-0.32,
19311104,-0.15,
19311105,0.73,
19311106,-0.94,
19311107,-2.13,
19311109,-2.11,
19311110,1.15,
19311111,1.19,
19311112,0.04,
19311113,2.93,
19311114,-0.52,
19311116,1.57,
19311117,-0.31,
19311118,0.26,
19311119,0.32,
19311120,0.61,
19311121,0.03,
19311123,1.66,
19311124,0.65,
19311125,1.62,
19311127,2.1,
19311128,1.34,
19311130,-2.43,
19311201,0.53,
19311202,3.33,
19311203,-0.38,
19311204,1.46,
19311205,-0.57,
19311207,-0.35,
19311208,3.86,
19311209,0.71,
19311210,1.49,
19311211,-0.27,
19311212,-0.63,
19311214,1.46,
19311215,-1.34,
19311216,0.71,
19311217,1.37,
19311218,-6.07,
19311219,-1.58,
19311221,2.52,
19311222,1.28,
19311223,1.86,
19311224,2.18,
19311228,1.35,
19311229,-1.07,
19311230,-0.58,
19311231,-0.43,
19320102,-1.38,
19320104,2.18,
19320105,-1.34,
19320106,-3.91,
19320107,-4.7,
19320108,-3.99,
19320109,0.78,
19320111,-4.03,
19320112,0.53,
19320113,-2.75,
19320114,-1.36,
19320115,-1.14,
19320116,0.79,
19320118,1.46,
19320119,0.62,
19320120,-0.86,
19320121,0.05,
19320122,3.01,
19320123,0.72,
19320125,-1.21,
19320126,1.05,
19320127,1.16,
19320128,1.1,
19320129,2.01,
19320130,1.45,
19320201,-3.11,
19320202,2.28,
19320203,0.37,
19320204,1.47,
19320205,1.07,
19320206,-0.07,
19320208,-0.48,
19320209,0.72,
19320210,0.32,
19320211,-3.21,
19320213,-4.08,
19320215,0.11,
19320216,-1.61,
19320217,1.91,
19320218,-0.76,
19320219,-0.5,
19320220,0.7,
19320223,1.43,
19320224,0.63,
19320225,-0.37,
19320226,0.47,
19320227,0.84,
19320229,0.47,
19320301,-0.14,
19320302,-1.53,
19320303,1.36,
19320304,0.26,
19320305,-0.83,
19320307,0.71,
19320308,0.59,
19320309,-0.51,
19320310,0.49,
19320311,0.63,
19320312,0.36,
19320314,2.43,
19320315,0.41,
19320316,0.85,
19320317,-1,
19320318,2.95,
19320319,-0.89,
19320321,0.6,
19320322,0.65,
19320323,0.53,
19320324,1.24,
19320326,0.25,
19320328,0.94,
19320329,0.58,
19320330,1.92,
19320331,1.12,
19320401,3.08,
19320402,0.64,
19320404,-0.68,
19320405,1.03,
19320406,1.96,
19320407,1.99,
19320408,1.82,
19320409,-1.19,
19320411,0.8,
19320412,-0.85,
19320413,-1.08,
19320414,-1.69,
19320415,-3.03,
19320416,0.96,
19320418,1.22,
19320419,0.36,
19320420,-2.25,
19320421,-0.81,
19320422,1.69,
19320423,-1.21,
19320425,-0.35,
19320426,0.38,
19320427,0.08,
19320428,2.89,
19320429,1.64,
19320430,0.87,
19320502,1.61,
19320503,1.49,
19320504,0.84,
19320505,0.75,
19320506,-3.2,
19320507,0.14,
19320509,1.28,
19320510,0.41,
19320511,-0.76,
19320512,2.36,
19320513,1.6,
19320514,0.04,
19320516,0.14,
19320517,-0.58,
19320518,1.26,
19320519,1.16,
19320520,0.61,
19320521,-0.58,
19320523,1.71,
19320524,1.8,
19320525,2.48,
19320526,1.69,
19320527,0.98,
19320528,-2.95,
19320531,2.4,
19320601,-1.44,
19320602,-2.85,
19320603,-4.57,
19320604,-7.43,
19320606,-0.76,
19320607,0.81,
19320608,2.15,
19320609,-0.78,
19320610,-3.07,
19320611,0.55,
19320613,1.38,
19320614,-0.85,
19320615,-2.73,
19320616,-0.98,
19320617,3.46,
19320618,-0.65,
19320620,-0.6,
19320621,0.12,
19320622,1.1,
19320623,3.13,
19320624,2.74,
19320625,0.78,
19320627,1.83,
19320628,1.26,
19320629,2.12,
19320630,0.31,
19320701,-1.14,
19320705,0.53,
19320706,-2.18,
19320707,-0.03,
19320708,-0.61,
19320709,-0.76,
19320711,-0.39,
19320712,0.17,
19320713,-3.28,
19320714,-1.36,
19320715,-0.92,
19320716,-0.52,
19320718,-0.69,
19320719,0.9,
19320720,-1.5,
19320721,-2.96,
19320722,-2.32,
19320723,1.42,
19320725,-2.05,
19320726,-0.03,
19320727,-3.62,
19320728,-4.76,
19320729,-3.06,
19320730,0.44,
19320801,-0.86,
19320802,2.29,
19320803,-3.38,
19320804,-0.77,
19320805,-0.66,
19320806,-5.11,
19320808,-5.21,
19320809,-0.51,
19320810,-3.55,
19320811,-1.83,
19320812,4.05,
19320813,2.64,
19320815,-3.71,
19320816,-3.44,
19320817,-0.01,
19320818,-1.15,
19320819,0.46,
19320820,-0.93,
19320822,-4.2,
19320823,0.38,
19320824,-2.95,
19320825,-0.58,
19320826,0.19,
19320827,-1.68,
19320829,-0.33,
19320830,1.11,
19320831,-0.11,
19320901,-5.29,
19320902,1.18,
19320903,0.29,
19320906,0.76,
19320907,-3.85,
19320908,1.54,
19320909,1.14,
19320910,-0.18,
19320912,3.32,
19320913,1.35,
19320914,1.69,
19320915,-0.04,
19320916,-0.09,
19320917,-0.3,
19320919,1.52,
19320920,-1.11,
19320921,-0.53,
19320922,0.25,
19320923,-1.34,
19320924,-1.24,
19320926,-0.11,
19320927,-0.49,
19320928,-0.24,
19320929,-0.76,
19320930,-0.11,
19321001,-0.36,
19321003,-1.01,
19321004,0.21,
19321005,-2.49,
19321006,0.43,
19321007,-0.76,
19321008,-0.03,
19321010,-0.95,
19321011,1.84,
19321013,-0.21,
19321014,0.42,
19321015,0.72,
19321017,-1,
19321018,-1.05,
19321019,0.68,
19321020,0.36,
19321021,0.03,
19321022,1.05,
19321024,-0.76,
19321025,-0.59,
19321026,0.63,
19321027,0.18,
19321028,-0.12,
19321029,-1.31,
19321031,0.54,
19321101,-0.94,
19321102,-0.49,
19321103,0.35,
19321104,-1.58,
19321105,0.19,
19321107,-1.12,
19321109,0.9,
19321110,-2.52,
19321111,-0.68,
19321112,-0.49,
19321114,1.95,
19321115,-0.28,
19321116,0.42,
19321117,-0.01,
19321118,-0.07,
19321119,-0.44,
19321121,0.01,
19321122,-1.16,
19321123,0.34,
19321125,-0.64,
19321126,1.18,
19321128,-0.24,
19321129,0.78,
19321130,0.25,
19321201,-0.46,
19321202,0.63,
19321203,0.09,
19321205,-0.42,
19321206,0.32,
19321207,0.29,
19321208,-0.14,
19321209,0.6,
19321210,-1.19,
19321212,-0.71,
19321213,0.18,
19321214,-1.49,
19321215,1.81,
19321216,-0.05,
19321217,0.78,
19321219,1.5,
19321220,-0.15,
19321221,-0.59,
19321222,1.62,
19321223,0.69,
19321224,0.41,
19321227,1.4,
19321228,0.62,
19321229,-0.22,
19321230,-1.77,
19321231,-0.15,
19330103,-0.32,
19330104,-2.97,
19330105,0.83,
19330106,-0.39,
19330109,-0.85,
19330110,-1.06,
19330111,0.28,
19330112,-0.81,
19330113,1.99,
19330114,-0.77,
19330116,0.37,
19330117,1.05,
19330118,0.95,
19330119,-0.97,
19330120,-0.37,
19330121,0.65,
19330123,-0.32,
19330124,1.23,
19330125,-0.58,
19330126,-0.27,
19330127,-0.97,
19330128,0.89,
19330130,-0.01,
19330131,-2.49,
19330201,-1.05,
19330202,-1.09,
19330203,0.3,
19330204,0.42,
19330206,0.25,
19330207,-0.09,
19330208,1.91,
19330209,1.86,
19330210,-1.22,
19330211,0.07,
19330214,-2.42,
19330215,-0.23,
19330216,0.03,
19330217,-0.09,
19330218,0.42,
19330220,-0.72,
19330221,-0.34,
19330223,-0.22,
19330224,1.13,
19330225,-1.4,
19330227,-2.18,
19330228,2.16,
19330301,0.28,
19330302,-0.08,
19330303,0.89,
19330315,3.8,
19330316,1.13,
19330317,-1.93,
19330318,-0.03,
19330320,1.66,
19330321,-1.25,
19330322,-1.21,
19330323,1.6,
19330324,-2.76,
19330325,-0.49,
19330327,0.1,
19330328,1.52,
19330329,0.32,
19330330,0.59,
19330331,-0.61,
19330401,-0.49,
19330403,-0.19,
19330404,-0.32,
19330405,-0.56,
19330406,1.16,
19330407,-0.92,
19330408,0.56,
19330410,4.23,
19330411,-0.02,
19330412,-1.73,
19330413,0.43,
19330415,-0.75,
19330417,-0.16,
19330418,0.84,
19330419,2.13,
19330420,-4.21,
19330421,-0.77,
19330422,2.04,
19330424,-2.29,
19330425,-1.13,
19330426,2.2,
19330427,-1.06,
19330428,-0.3,
19330429,1.38,
19330501,-1.62,
19330502,3.13,
19330503,-1.2,
19330504,-1.44,
19330505,-2.72,
19330506,-0.01,
19330508,-1.28,
19330509,1.61,
19330510,1.38,
19330511,1.02,
19330512,-1.25,
19330513,-2.56,
19330515,-0.41,
19330516,0.88,
19330517,-1.76,
19330518,-0.09,
19330519,-0.66,
19330520,-1.46,
19330522,0.84,
19330523,1.85,
19330524,1.02,
19330525,-2.38,
19330526,1.22,
19330527,0.89,
19330529,0.25,
19330531,-0.43,
19330601,1.33,
19330602,0.27,
19330603,-2.28,
19330605,0.46,
19330606,0.39,
19330607,-1.09,
19330608,-0.21,
19330609,-1.19,
19330610,-0.42,
19330612,-0.81,
19330613,-1.08,
19330614,-0.46,
19330615,-0.34,
19330616,0.4,
19330617,1.45,
19330619,2.02,
19330620,0.58,
19330621,0.27,
19330622,-1.25,
19330623,1.29,
19330624,0.8,
19330626,1.3,
19330627,0.06,
19330628,-0.64,
19330629,0.35,
19330630,0.74,
19330701,1.41,
19330703,-0.31,
19330705,-1.02,
19330706,-0.84,
19330707,-1.34,
19330708,-0.34,
19330710,-0.24,
19330711,1.65,
19330712,0.31,
19330713,-0.32,
19330714,0.21,
19330715,0.92,
19330717,1.49,
19330718,-0.23,
19330719,-2.4,
19330720,-1.52,
19330721,-2.61,
19330722,1.35,
19330724,2.31,
19330725,-0.1,
19330726,1.71,
19330727,0.42,
19330728,0.58,
19330731,-2.22,
19330801,3.39,
19330802,-0.22,
19330803,0.33,
19330804,-0.29,
19330807,-0.5,
19330808,0.55,
19330809,2.81,
19330810,-0.6,
19330811,0.54,
19330814,-0.84,
19330815,-0.15,
19330816,-1.11,
19330817,3.01,
19330818,-0.87,
19330821,0.34,
19330822,0.16,
19330823,0.69,
19330824,-0.22,
19330825,2.01,
19330828,0.31,
19330829,-1.22,
19330830,-0.68,
19330831,0.14,
19330901,-0.4,
19330905,0.13,
19330906,-0.78,
19330907,-0.53,
19330908,-1.1,
19330909,0.13,
19330911,2.43,
19330912,0.05,
19330913,0.54,
19330914,1.69,
19330915,-0.9,
19330916,1.6,
19330918,0.26,
19330919,-0.05,
19330920,-1.47,
19330921,-4.23,
19330922,1.87,
19330923,0.7,
19330925,-1.81,
19330926,-0.31,
19330927,-1.68,
19330928,-0.15,
19330929,1.41,
19330930,-0.01,
19331002,-0.12,
19331003,-0.25,
19331004,2.77,
19331005,-0.47,
19331006,-0.29,
19331007,-0.3,
19331009,-0.29,
19331010,-1.19,
19331011,-0.13,
19331013,-2.44,
19331014,-0.64,
19331016,-2.63,
19331017,1.19,
19331018,-2.06,
19331019,-2.98,
19331020,2.55,
19331021,-2.33,
19331023,4.1,
19331024,3.09,
19331025,0.33,
19331026,-0.22,
19331027,-0.26,
19331028,-0.17,
19331030,-0.6,
19331031,-0.84,
19331101,2.07,
19331102,-0.03,
19331103,-0.08,
19331104,0.79,
19331106,-0.46,
19331108,0.56,
19331109,0.54,
19331110,-0.18,
19331111,0.5,
19331113,0.12,
19331114,0.29,
19331115,-1.99,
19331116,1.58,
19331117,-0.58,
19331118,0.57,
19331120,-0.52,
19331121,-0.05,
19331122,-0.88,
19331123,-1.19,
19331124,-0.43,
19331125,-0.36,
19331127,-0.96,
19331128,0.78,
19331129,1.3,
19331201,0.97,
19331202,0.09,
19331204,0.23,
19331205,1.08,
19331206,0,
19331207,0.44,
19331208,-0.82,
19331209,1.78,
19331211,-0.99,
19331212,-0.86,
19331213,-1.04,
19331214,1.16,
19331215,-0.57,
19331216,-0.5,
19331218,-1.24,
19331219,-0.63,
19331220,-1.17,
19331221,1.04,
19331222,4.16,
19331223,-0.14,
19331226,0.29,
19331227,0.17,
19331228,-0.24,
19331229,-0.16,
19331230,0.55,
19340102,0.07,
19340103,-1.21,
19340104,0.04,
19340105,-1.47,
19340106,-0.48,
19340108,-0.87,
19340109,0.01,
19340110,0.37,
19340111,-2,
19340112,1.13,
19340113,-0.22,
19340115,1.65,
19340116,-0.67,
19340117,0.08,
19340118,0.1,
19340119,0.05,
19340120,-1.37,
19340122,0.64,
19340123,0.8,
19340124,0.15,
19340125,-0.25,
19340126,0.09,
19340127,0.18,
19340129,1.3,
19340130,-1.4,
19340131,-1.06,
19340201,0.21,
19340202,-0.03,
19340203,0.85,
19340205,-0.79,
19340206,-1.68,
19340207,-1.26,
19340208,2.19,
19340209,-1.54,
19340210,0.35,
19340213,-0.1,
19340214,0.87,
19340215,1.77,
19340216,1.11,
19340217,0.92,
19340219,0.2,
19340220,0.79,
19340221,1.12,
19340223,-1.87,
19340224,-1.4,
19340226,-0.79,
19340227,0.65,
19340228,0.34,
19340301,0.76,
19340302,0.93,
19340303,-0.12,
19340305,0.3,
19340306,-0.74,
19340307,-1.03,
19340308,0.91,
19340309,0.46,
19340310,0.1,
19340312,-0.15,
19340313,-1.02,
19340314,0.67,
19340315,-1.65,
19340316,0.82,
19340317,-0.5,
19340319,-1.03,
19340320,1.03,
19340321,-0.78,
19340322,1.09,
19340323,0.11,
19340324,0.19,
19340326,0.03,
19340327,-0.69,
19340328,0.34,
19340329,0.12,
19340331,0.92,
19340402,0.4,
19340403,-0.22,
19340404,0.04,
19340405,-0.53,
19340406,-0.41,
19340407,0.19,
19340409,-0.42,
19340410,0.25,
19340411,0.37,
19340412,-0.33,
19340413,-0.45,
19340414,0.2,
19340416,0.65,
19340417,0.16,
19340418,-0.03,
19340419,-0.57,
19340420,-1.03,
19340421,0.64,
19340423,0.07,
19340424,0.18,
19340425,-0.19,
19340426,0.27,
19340427,0.36,
19340428,-0.77,
19340430,0.71,
19340501,0.28,
19340502,0.03,
19340503,0.29,
19340504,0.42,
19340505,-0.34,
19340507,0.8,
19340508,-0.24,
19340509,0.1,
19340510,-0.03,
19340511,0.96,
19340512,0.01,
19340514,-0.42,
19340515,-1.04,
19340516,-0.27,
19340517,-0.11,
19340518,0.46,
19340519,-0.15,
19340521,-0.1,
19340522,0.58,
19340523,0.83,
19340524,0.18,
19340525,-0.46,
19340526,0.17,
19340528,0.34,
19340529,0.02,
19340531,0.56,
19340601,-0.23,
19340602,-0.87,
19340604,-0.16,
19340605,-0.47,
19340606,0.11,
19340607,0.83,
19340608,-2.02,
19340609,-0.4,
19340611,1.04,
19340612,-0.26,
19340613,-0.35,
19340614,1,
19340615,-0.68,
19340616,-1.29,
19340618,0.21,
19340619,0.65,
19340620,1.24,
19340621,0.08,
19340622,0.55,
19340623,-0.37,
19340625,1.24,
19340626,-1.44,
19340627,0.12,
19340628,-0.41,
19340629,1.6,
19340630,-0.06,
19340702,0.67,
19340703,-0.19,
19340705,-0.45,
19340706,-0.8,
19340707,0.15,
19340709,0.58,
19340710,0.07,
19340711,0.65,
19340712,1.01,
19340713,0.35,
19340714,0.58,
19340716,0.9,
19340717,0.9,
19340718,-0.23,
19340719,0.76,
19340720,2.06,
19340721,0.46,
19340723,1.54,
19340724,0.71,
19340725,-0.29,
19340726,1.72,
19340727,0.01,
19340728,-1.5,
19340730,0.28,
19340731,-0.06,
19340801,0.13,
19340802,-1.24,
19340803,0.79,
19340804,0.43,
19340806,0.98,
19340807,-0.22,
19340808,-1.14,
19340809,-0.35,
19340810,0.01,
19340811,-0.14,
19340813,0.23,
19340814,0.11,
19340815,0.6,
19340816,-0.89,
19340817,-0.05,
19340818,0.6,
19340820,0.96,
19340821,-0.88,
19340822,-2.21,
19340823,0.08,
19340824,-1.78,
19340825,-0.56,
19340827,1,
19340828,0.5,
19340829,0.66,
19340830,1.28,
19340831,0.33,
19340901,-0.86,
19340904,0.43,
19340905,-0.87,
19340906,0.94,
19340907,0.65,
19340908,0.49,
19340910,0.61,
19340911,-0.85,
19340912,0.26,
19340913,0.53,
19340914,1.25,
19340915,0.03,
19340917,0.07,
19340918,-0.64,
19340919,-0.94,
19340920,-0.34,
19340921,-1.24,
19340922,-0.17,
19340924,0.85,
19340925,-2.1,
19340926,0.2,
19340927,-0.72,
19340928,0.88,
19340929,0.29,
19341001,2.33,
19341002,-0.06,
19341003,0.16,
19341004,0.32,
19341005,-1.95,
19341006,0.4,
19341008,1.02,
19341009,0.88,
19341010,-2.3,
19341011,-2.09,
19341013,0.43,
19341015,0.98,
19341016,-0.42,
19341017,0.02,
19341018,0.91,
19341019,0.3,
19341020,-0.06,
19341022,0.64,
19341023,0.74,
19341024,-1.49,
19341025,0.89,
19341026,0.88,
19341027,0.89,
19341029,-0.46,
19341030,0.14,
19341031,0.17,
19341101,0.86,
19341102,-0.49,
19341103,-1.29,
19341105,-0.2,
19341107,-1.59,
19341108,0.36,
19341109,-1.74,
19341110,0.03,
19341113,1.13,
19341114,1.53,
19341115,-0.68,
19341116,0.6,
19341117,0.83,
19341119,-0.19,
19341120,0.51,
19341121,1.36,
19341122,0.74,
19341123,-1.05,
19341124,-0.62,
19341126,-1.61,
19341127,0.55,
19341128,-0.89,
19341130,-0.1,
19341201,-0.25,
19341203,1.42,
19341204,-0.2,
19341205,-1.14,
19341206,0.11,
19341207,0.97,
19341208,0.69,
19341210,0.56,
19341211,1.32,
19341212,0.23,
19341213,0.63,
19341214,0.41,
19341215,-0.2,
19341217,-0.5,
19341218,0.98,
19341219,2.43,
19341220,1.25,
19341221,0.92,
19341222,0.11,
19341224,-0.49,
19341226,2.46,
19341227,0.52,
19341228,-4.94,
19341229,-1.28,
19341231,-1.28,
19350102,-0.01,
19350103,-1.46,
19350104,-0.41,
19350105,-0.94,
19350107,-0.61,
19350108,1.22,
19350109,-0.27,
19350110,-0.81,
19350111,1.8,
19350112,1.16,
19350114,0.07,
19350115,1.88,
19350116,-0.49,
19350117,-0.23,
19350118,0.34,
19350119,-0.94,
19350121,-0.1,
19350122,0.78,
19350123,0.53,
19350124,0.21,
19350125,-0.2,
19350126,0.89,
19350128,0.72,
19350129,0.59,
19350130,0.31,
19350131,-0.35,
19350201,0.12,
19350202,0.43,
19350204,1.12,
19350205,1.32,
19350206,0.85,
19350207,-0.34,
19350208,-0.46,
19350209,-0.73,
19350211,1.43,
19350213,0.44,
19350214,0.25,
19350215,1.65,
19350216,-0.18,
19350218,-3.82,
19350219,1.52,
19350220,2.03,
19350221,1.72,
19350223,1.5,
19350225,0.27,
19350226,3.58,
19350227,-0.92,
19350228,0.41,
19350301,-0.56,
19350302,0.5,
19350304,0.03,
19350305,2.99,
19350306,1.57,
19350307,-0.07,
19350308,-0.93,
19350309,0.45,
19350311,1.29,
19350312,1.39,
19350313,1.41,
19350314,0.36,
19350315,-1.18,
19350316,-0.56,
19350318,-0.41,
19350319,-0.89,
19350320,0.43,
19350321,-5.08,
19350322,-2.02,
19350323,0.1,
19350325,0.25,
19350326,1.1,
19350327,-0.11,
19350328,0.37,
19350329,1.19,
19350330,-0.22,
19350401,-0.02,
19350402,-0.56,
19350403,0.43,
19350404,-0.71,
19350405,-3.34,
19350406,-1.95,
19350408,1.76,
19350409,-1.05,
19350410,0.26,
19350411,1.31,
19350412,-2.58,
19350413,-2.53,
19350415,1.31,
19350416,0.4,
19350417,1.94,
19350418,0.69,
19350420,-1.27,
19350422,-0.5,
19350423,-1.29,
19350424,-0.07,
19350425,-0.74,
19350426,0.15,
19350427,0.28,
19350429,0.57,
19350430,2.48,
19350501,0.16,
19350502,0.03,
19350503,-0.05,
19350504,-0.47,
19350506,0.6,
19350507,1.46,
19350508,-0.7,
19350509,-0.48,
19350510,-0.73,
19350511,-0.42,
19350513,0.83,
19350514,0.3,
19350515,-0.74,
19350516,-1.88,
19350517,-0.26,
19350518,0.9,
19350520,-0.28,
19350521,0.97,
19350522,0.51,
19350523,0.18,
19350524,-0.23,
19350525,0.03,
19350527,-0.1,
19350528,-2.41,
19350529,-0.64,
19350531,-0.78,
19350601,0.14,
19350603,0.95,
19350604,0.34,
19350605,-0.39,
19350606,-0.37,
19350607,0.27,
19350608,-0.5,
19350610,1.02,
19350611,0.07,
19350612,1.65,
19350613,-0.31,
19350614,0.03,
19350615,-0.55,
19350617,-0.65,
19350618,-0.1,
19350619,-0.57,
19350620,-0.36,
19350621,0.3,
19350622,-1.41,
19350624,0.06,
19350625,1.22,
19350626,0.36,
19350627,0.14,
19350628,-0.64,
19350629,0.2,
19350701,0.4,
19350702,1.43,
19350703,-0.37,
19350705,0.38,
19350706,0.62,
19350708,0.24,
19350709,-0.17,
19350710,-0.52,
19350711,0.74,
19350712,0.49,
19350713,-0.21,
19350715,-0.28,
19350716,0.48,
19350717,-0.14,
19350718,0.25,
19350719,1.15,
19350720,-0.25,
19350722,-0.39,
19350723,-1,
19350724,-0.08,
19350725,0.48,
19350726,-0.81,
19350727,-0.37,
19350729,-1.32,
19350730,0.14,
19350731,-1.51,
19350801,-0.76,
19350802,-0.08,
19350803,-1.02,
19350805,-1.11,
19350806,0.56,
19350807,1.03,
19350808,-0.59,
19350809,-1.89,
19350810,-1,
19350812,-2.42,
19350813,-2.09,
19350814,-0.07,
19350815,1.75,
19350816,-2.05,
19350817,-0.94,
19350819,1.88,
19350820,0.01,
19350821,0.4,
19350822,0.15,
19350823,0.8,
19350824,1.23,
19350826,-0.02,
19350827,0.55,
19350828,0.45,
19350829,0.29,
19350830,0.49,
19350831,-0.42,
19350903,0.39,
19350904,1.18,
19350905,0.25,
19350906,0.97,
19350907,-0.47,
19350909,0.05,
19350910,0.97,
19350911,0.32,
19350912,0.13,
19350913,0.36,
19350914,0.16,
19350916,0.32,
19350917,0.52,
19350918,0.37,
19350919,-0.13,
19350920,0.37,
19350921,0.35,
19350923,0.65,
19350924,0.72,
19350925,0.83,
19350926,0.19,
19350927,-0.36,
19350928,0.42,
19350930,0.41,
19351001,0.1,
19351002,0.12,
19351003,1.49,
19351004,0.67,
19351005,-0.05,
19351007,0.83,
19351008,-0.71,
19351009,0.73,
19351010,0.6,
19351011,0.43,
19351014,0.28,
19351015,-0.13,
19351016,-1.11,
19351017,0.12,
19351018,0.16,
19351019,-0.39,
19351021,-0.32,
19351022,0.19,
19351023,0.2,
19351024,0.63,
19351025,-0.42,
19351026,-0.48,
19351028,-0.45,
19351029,0.35,
19351030,0.42,
19351031,-0.65,
19351101,-0.15,
19351102,0.27,
19351104,-0.18,
19351106,0.97,
19351107,0.94,
19351108,0.72,
19351109,-0.14,
19351112,-0.08,
19351113,-0.41,
19351114,-0.08,
19351115,-1.03,
19351116,-0.44,
19351118,-0.13,
19351119,0.21,
19351120,-0.34,
19351121,-1.92,
19351122,-0.27,
19351123,-1.14,
19351125,-0.44,
19351126,-0.15,
19351127,-0.3,
19351129,-0.54,
19351130,-0.28,
19351202,-0.41,
19351203,1,
19351204,-0.8,
19351205,0.55,
19351206,-0.32,
19351207,0.29,
19351209,1,
19351210,-0.46,
19351211,0.94,
19351212,-0.03,
19351213,0.15,
19351214,0.16,
19351216,-0.51,
19351217,0.79,
19351218,0.02,
19351219,-0.15,
19351220,0.88,
19351221,0.46,
19351223,0.47,
19351224,0.65,
19351226,1.26,
19351227,-0.31,
19351228,-0.26,
19351230,0.07,
19351231,0.44,
19360102,-0.89,
19360103,-0.02,
19360104,-0.35,
19360106,-1.87,
19360107,0.5,
19360108,-0.31,
19360109,0.13,
19360110,0.81,
19360111,-0.57,
19360113,-0.65,
19360114,-0.16,
19360115,-0.25,
19360116,0.09,
19360117,0.12,
19360118,-0.48,
19360120,-0.54,
19360121,-0.19,
19360122,1.69,
19360123,1.26,
19360124,0.41,
19360125,0,
19360127,-0.05,
19360128,0.18,
19360129,0.82,
19360130,0.44,
19360131,0.64,
19360201,-0.44,
19360203,0.6,
19360204,-0.22,
19360205,-0.69,
19360206,-0.46,
19360207,0.81,
19360208,0.27,
19360210,0.36,
19360211,0.77,
19360213,0.74,
19360214,0.13,
19360215,0.79,
19360217,-0.57,
19360218,0.72,
19360219,-0.6,
19360220,0.06,
19360221,0.09,
19360224,-0.55,
19360225,-1.2,
19360226,0.06,
19360227,1.79,
19360228,-0.21,
19360229,-0.13,
