cik,form,filing_date,items,accession,primary_doc,size,in_spec_scope,local_file
732712,8-K,2016-06-09,5.02,0001193125-16-617604,d208487d8k.htm,12555,1,Data\edgar\item5_02_text\732712\0001193125-16-617604_d208487d8k.htm
732712,8-K,2016-09-01,"5.02,9.01",0001193125-16-699639,d145813d8k.htm,28267,1,Data\edgar\item5_02_text\732712\0001193125-16-699639_d145813d8k.htm
732712,8-K,2016-12-20,5.02,0001193125-16-798875,d313010d8k.htm,13471,1,Data\edgar\item5_02_text\732712\0001193125-16-798875_d313010d8k.htm
732712,8-K,2017-03-20,5.02,0001193125-17-088316,d360349d8k.htm,13826,1,Data\edgar\item5_02_text\732712\0001193125-17-088316_d360349d8k.htm
732712,8-K,2017-05-10,"5.02,5.07",0001193125-17-165255,d396957d8k.htm,35957,1,Data\edgar\item5_02_text\732712\0001193125-17-165255_d396957d8k.htm
732712,8-K,2017-10-04,5.02,0001193125-17-303383,d469226d8k.htm,13429,1,Data\edgar\item5_02_text\732712\0001193125-17-303383_d469226d8k.htm
732712,8-K,2018-03-07,5.02,0001193125-18-073362,d544764d8k.htm,15613,0,Data\edgar\item5_02_text\732712\0001193125-18-073362_d544764d8k.htm
732712,8-K,2018-06-08,5.02,0001193125-18-187324,d602397d8k.htm,22403,1,Data\edgar\item5_02_text\732712\0001193125-18-187324_d602397d8k.htm
732712,8-K,2018-09-06,5.02,0001193125-18-268028,d614347d8k.htm,15065,1,Data\edgar\item5_02_text\732712\0001193125-18-268028_d614347d8k.htm
732712,8-K,2018-10-04,5.02,0001193125-18-292824,d623931d8k.htm,13395,1,Data\edgar\item5_02_text\732712\0001193125-18-292824_d623931d8k.htm
732712,8-K/A,2019-02-08,5.02,0001193125-19-031481,d695569d8ka.htm,16451,1,Data\edgar\item5_02_text\732712\0001193125-19-031481_d695569d8ka.htm
732712,8-K,2019-02-08,"5.02,9.01",0001193125-19-031476,d704619d8k.htm,30516,1,Data\edgar\item5_02_text\732712\0001193125-19-031476_d704619d8k.htm
732712,8-K,2019-05-09,5.02,0001193125-19-142992,d706817d8k.htm,22114,1,Data\edgar\item5_02_text\732712\0001193125-19-142992_d706817d8k.htm
732712,8-K,2019-12-05,"5.02,5.03,9.01",0001193125-19-307167,d831633d8k.htm,558998,1,Data\edgar\item5_02_text\732712\0001193125-19-307167_d831633d8k.htm
732712,8-K,2020-02-05,5.02,0001193125-20-025340,d881959d8k.htm,353558,1,Data\edgar\item5_02_text\732712\0001193125-20-025340_d881959d8k.htm
732712,8-K,2020-03-13,5.02,0001193125-20-072475,d897160d8k.htm,352595,1,Data\edgar\item5_02_text\732712\0001193125-20-072475_d897160d8k.htm
732712,8-K/A,2021-05-13,5.02,0001193125-21-160418,d528712d8ka.htm,389974,0,Data\edgar\item5_02_text\732712\0001193125-21-160418_d528712d8ka.htm
732712,8-K,2021-06-25,5.02,0001193125-21-199523,d139513d8k.htm,383203,0,Data\edgar\item5_02_text\732712\0001193125-21-199523_d139513d8k.htm
732712,8-K,2021-08-13,5.02,0001193125-21-245801,d216962d8k.htm,406747,0,Data\edgar\item5_02_text\732712\0001193125-21-245801_d216962d8k.htm
732712,8-K,2021-09-01,"5.02,8.01",0001193125-21-262922,d198679d8k.htm,407549,0,Data\edgar\item5_02_text\732712\0001193125-21-262922_d198679d8k.htm
732712,8-K,2021-11-08,5.02,0001193125-21-323046,d231208d8k.htm,406388,0,Data\edgar\item5_02_text\732712\0001193125-21-323046_d231208d8k.htm
732712,8-K/A,2021-12-02,5.02,0001193125-21-346654,d228353d8ka.htm,410449,0,Data\edgar\item5_02_text\732712\0001193125-21-346654_d228353d8ka.htm
732712,8-K/A,2021-12-02,5.02,0001193125-21-346650,d228333d8ka.htm,410554,0,Data\edgar\item5_02_text\732712\0001193125-21-346650_d228333d8ka.htm
732712,8-K,2022-05-16,5.02,0001193125-22-151826,d340833d8k.htm,407150,1,Data\edgar\item5_02_text\732712\0001193125-22-151826_d340833d8k.htm
732712,8-K,2022-06-06,5.02,0001193125-22-168378,d366918d8k.htm,406214,1,Data\edgar\item5_02_text\732712\0001193125-22-168378_d366918d8k.htm
732712,8-K,2022-08-25,5.02,0001193125-22-230055,d373006d8k.htm,400978,1,Data\edgar\item5_02_text\732712\0001193125-22-230055_d373006d8k.htm
732712,8-K/A,2022-08-25,5.02,0001193125-22-230053,d375293d8ka.htm,405376,1,Data\edgar\item5_02_text\732712\0001193125-22-230053_d375293d8ka.htm
732712,8-K,2022-11-07,5.02,0001193125-22-278771,d416800d8k.htm,404698,1,Data\edgar\item5_02_text\732712\0001193125-22-278771_d416800d8k.htm
732712,8-K,2023-03-03,5.02,0001193125-23-058988,d461784d8k.htm,418615,1,Data\edgar\item5_02_text\732712\0001193125-23-058988_d461784d8k.htm
732712,8-K,2024-01-24,5.02,0001193125-24-013874,d701168d8k.htm,415703,1,Data\edgar\item5_02_text\732712\0001193125-24-013874_d701168d8k.htm
732712,8-K,2024-02-02,5.02,0001193125-24-022476,d745812d8k.htm,419363,1,Data\edgar\item5_02_text\732712\0001193125-24-022476_d745812d8k.htm
732712,8-K,2024-05-23,5.02,0001193125-24-146021,d770164d8k.htm,425446,1,Data\edgar\item5_02_text\732712\0001193125-24-146021_d770164d8k.htm
732712,8-K,2024-06-27,5.02,0001193125-24-170544,d858119d8k.htm,419885,1,Data\edgar\item5_02_text\732712\0001193125-24-170544_d858119d8k.htm
732717,8-K,2006-12-29,"2.01,2.03,5.02,9.01",0000950123-06-015733,y28428e8vk.txt,97327,0,Data\edgar\item5_02_text\732717\0000950123-06-015733_y28428e8vk.txt
732717,8-K/A,2007-01-29,5.02,0000732717-07-000007,cmteappts8k.htm,14525,0,Data\edgar\item5_02_text\732717\0000732717-07-000007_cmteappts8k.htm
732717,8-K,2007-04-30,5.02,0000732717-07-000028,annmeet20078k.htm,16062,0,Data\edgar\item5_02_text\732717\0000732717-07-000028_annmeet20078k.htm
732717,8-K/A,2007-06-01,5.02,0000732717-07-000038,amdceopay.htm,17603,1,Data\edgar\item5_02_text\732717\0000732717-07-000038_amdceopay.htm
732717,8-K,2007-10-16,5.02,0000732717-07-000084,sigmanretirement8k.htm,20244,1,Data\edgar\item5_02_text\732717\0000732717-07-000084_sigmanretirement8k.htm
732717,8-K,2007-10-19,"5.02,9.01",0000732717-07-000089,amdmobilityplan.htm,44354,1,Data\edgar\item5_02_text\732717\0000732717-07-000089_amdmobilityplan.htm
732717,8-K,2008-09-29,5.02,0000732717-08-000070,chicopardo8k.htm,22907,1,Data\edgar\item5_02_text\732717\0000732717-08-000070_chicopardo8k.htm
732717,8-K,2010-02-23,5.02,0000732717-10-000011,aldinger8k.htm,23499,0,Data\edgar\item5_02_text\732717\0000732717-10-000011_aldinger8k.htm
732717,8-K,2010-06-25,"5.02,9.01",0000732717-10-000051,june8k2010j24.htm,336966,0,Data\edgar\item5_02_text\732717\0000732717-10-000051_june8k2010j24.htm
732717,8-K,2010-09-30,5.02,0000732717-10-000082,sept20108k.htm,25378,0,Data\edgar\item5_02_text\732717\0000732717-10-000082_sept20108k.htm
732717,8-K/A,2010-12-17,5.02,0000732717-10-000097,rose8ka.htm,23468,0,Data\edgar\item5_02_text\732717\0000732717-10-000097_rose8ka.htm
732717,8-K,2011-03-07,5.02,0000732717-11-000016,lindner_8k.htm,25587,1,Data\edgar\item5_02_text\732717\0000732717-11-000016_lindner_8k.htm
732717,8-K/A,2011-03-29,"5.02,9.01",0000732717-11-000033,form8k-a.htm,88251,1,Data\edgar\item5_02_text\732717\0000732717-11-000033_form8k-a.htm
732717,8-K,2011-12-16,"5.02,9.01",0000732717-11-000107,stephensonserp.htm,286327,1,Data\edgar\item5_02_text\732717\0000732717-11-000107_stephensonserp.htm
732717,8-K,2012-06-29,5.02,0000732717-12-000063,ford.htm,23635,1,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
732717,8-K,2013-02-04,5.02,0000732717-13-000012,mccallister8k.htm,22934,1,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
732717,8-K,2013-06-28,5.02,0000732717-13-000058,taylor8k.htm,22793,1,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
732717,8-K,2013-07-25,5.02,0000732717-13-000077,form8k.htm,21168,1,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
732717,8-K,2013-09-27,5.02,0000732717-13-000090,newdirector8k.htm,21316,1,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
732717,8-K,2013-12-12,"5.02,9.01",0000732717-13-000101,hrc8k.htm,208601,1,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
732717,8-K,2014-06-30,5.02,0000732717-14-000094,form8k.htm,372436,1,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
732717,8-K,2014-11-07,"5.02,8.01",0000732717-14-000126,form8k.htm,24486,1,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
732717,8-K,2014-12-19,"5.02,9.01",0000732717-14-000138,form8k.htm,58692,1,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
732717,8-K,2015-06-26,5.02,0000732717-15-000056,form8k.htm,23380,1,Data\edgar\item5_02_text\732717\0000732717-15-000056_form8k.htm
732717,8-K,2015-07-30,5.02,0000732717-15-000073,form8k.htm,21571,1,Data\edgar\item5_02_text\732717\0000732717-15-000073_form8k.htm
732717,8-K,2015-08-20,"5.02,9.01",0000732717-15-000089,form8k.htm,125068,1,Data\edgar\item5_02_text\732717\0000732717-15-000089_form8k.htm
732717,8-K,2016-06-24,5.02,0000732717-16-000186,newdirector8k.htm,16812,1,Data\edgar\item5_02_text\732717\0000732717-16-000186_newdirector8k.htm
732717,8-K,2016-12-08,5.02,0000732717-16-000251,delavegaretirement8k.htm,16399,1,Data\edgar\item5_02_text\732717\0000732717-16-000251_delavegaretirement8k.htm
732717,8-K,2016-12-16,"5.02,9.01",0000732717-16-000257,form8k.htm,88243,1,Data\edgar\item5_02_text\732717\0000732717-16-000257_form8k.htm
732717,8-K,2017-10-04,"5.02,9.01",0000732717-17-000084,serpamendment8k.htm,295824,1,Data\edgar\item5_02_text\732717\0000732717-17-000084_serpamendment8k.htm
732717,8-K,2018-02-02,"5.02,9.01",0000732717-18-000005,form8k.htm,64077,1,Data\edgar\item5_02_text\732717\0000732717-18-000005_form8k.htm
732717,8-K,2018-07-03,"5.02,9.01",0000732717-18-000050,form8k.htm,44205,1,Data\edgar\item5_02_text\732717\0000732717-18-000050_form8k.htm
732717,8-K,2019-07-29,5.02,0000732717-19-000034,newdirector.htm,52605,1,Data\edgar\item5_02_text\732717\0000732717-19-000034_newdirector.htm
732717,8-K,2019-08-29,5.02,0001193125-19-233801,d767363d8k.htm,438273,1,Data\edgar\item5_02_text\732717\0001193125-19-233801_d767363d8k.htm
732717,8-K,2019-09-03,5.02,0001193125-19-236682,d798261d8k.htm,434872,1,Data\edgar\item5_02_text\732717\0001193125-19-236682_d798261d8k.htm
732717,8-K,2019-09-06,"5.02,9.01",0001193125-19-239966,d799915d8k.htm,482896,1,Data\edgar\item5_02_text\732717\0001193125-19-239966_d799915d8k.htm
732717,8-K,2019-11-01,5.02,0000732717-19-000054,form8k.htm,488461,1,Data\edgar\item5_02_text\732717\0000732717-19-000054_form8k.htm
732717,8-K,2019-12-17,"5.02,9.01",0001193125-19-316283,d851493d8k.htm,712690,1,Data\edgar\item5_02_text\732717\0001193125-19-316283_d851493d8k.htm
